district,name,label,collectiondate,alternatedate
Tatsunokuchi,Kamishimizu,plastics,20160811,20160808
Tatsunokuchi,Kamishimizu,combustible,20160816,20160817
Tatsunokuchi,Kamishimizu,recyclableC,20160818,20160825
Tatsunokuchi,Kamishimizu,plastics,20160922,20160926
Tatsunokuchi,Kamishimizu,recyclableC,20161117,20161124
Tatsunokuchi,Kamishimizu,combustible,20161223,20161224
Tatsunokuchi,Kamishimizu,combustible,20170103,
Tatsunokuchi,Simoshimizu,combustible,20160429,20160430
Tatsunokuchi,Simoshimizu,combustible,20160503,
Tatsunokuchi,Simoshimizu,non-combustible,20160504,20160511
Tatsunokuchi,Simoshimizu,recyclableC,20160519,20160526
Tatsunokuchi,Simoshimizu,plastics,20160811,20160808
Tatsunokuchi,Simoshimizu,combustible,20160816,20160817
Tatsunokuchi,Simoshimizu,recyclableC,20160818,20160825
Tatsunokuchi,Simoshimizu,plastics,20160922,20160926
Tatsunokuchi,Simoshimizu,recyclableC,20161117,20161124
Tatsunokuchi,Simoshimizu,combustible,20161223,20161224
Tatsunokuchi,Simoshimizu,combustible,20170103,
Tatsunokuchi,Wake,combustible,20160429,20160430
Tatsunokuchi,Wake,combustible,20160503,
Tatsunokuchi,Wake,plastics,20160505,20160509
Tatsunokuchi,Wake,recyclableC,20160505,20160512
Tatsunokuchi,Wake,combustible,20160816,20160817
Tatsunokuchi,Wake,non-combustible,20160817,20160824
Tatsunokuchi,Wake,plastics,20161103,20161107
Tatsunokuchi,Wake,recyclableC,20161103,20161110
Tatsunokuchi,Wake,combustible,20161223,20161224
Tatsunokuchi,Wake,combustible,20170103,
Tatsunokuchi,Terabatake,combustible,20160429,20160430
Tatsunokuchi,Terabatake,combustible,20160503,
Tatsunokuchi,Terabatake,plastics,20160505,20160509
Tatsunokuchi,Terabatake,recyclableC,20160505,20160512
Tatsunokuchi,Terabatake,combustible,20160816,20160817
Tatsunokuchi,Terabatake,non-combustible,20160817,20160824
Tatsunokuchi,Terabatake,plastics,20161103,20161107
Tatsunokuchi,Terabatake,recyclableC,20161103,20161110
Tatsunokuchi,Terabatake,combustible,20161223,20161224
Tatsunokuchi,Terabatake,combustible,20170103,
Tatsunokuchi,Tachi,combustible,20160429,20160430
Tatsunokuchi,Tachi,combustible,20160503,
Tatsunokuchi,Tachi,plastics,20160505,20160509
Tatsunokuchi,Tachi,recyclableC,20160505,20160512
Tatsunokuchi,Tachi,combustible,20160816,20160817
Tatsunokuchi,Tachi,non-combustible,20160817,20160824
Tatsunokuchi,Tachi,plastics,20161103,20161107
Tatsunokuchi,Tachi,recyclableC,20161103,20161110
Tatsunokuchi,Tachi,combustible,20161223,20161224
Tatsunokuchi,Tachi,combustible,20170103,
Tatsunokuchi,Kongoji,combustible,20160429,20160430
Tatsunokuchi,Kongoji,combustible,20160503,
Tatsunokuchi,Kongoji,plastics,20160505,20160509
Tatsunokuchi,Kongoji,recyclableC,20160505,20160512
Tatsunokuchi,Kongoji,combustible,20160816,20160817
Tatsunokuchi,Kongoji,non-combustible,20160817,20160824
Tatsunokuchi,Kongoji,plastics,20161103,20161107
Tatsunokuchi,Kongoji,recyclableC,20161103,20161110
Tatsunokuchi,Kongoji,combustible,20161223,20161224
Tatsunokuchi,Kongoji,combustible,20170103,
Tatsunokuchi,Tsubono,combustible,20160429,20160430
Tatsunokuchi,Tsubono,combustible,20160503,
Tatsunokuchi,Tsubono,plastics,20160505,20160509
Tatsunokuchi,Tsubono,recyclableC,20160505,20160512
Tatsunokuchi,Tsubono,combustible,20160816,20160817
Tatsunokuchi,Tsubono,non-combustible,20160817,20160824
Tatsunokuchi,Tsubono,plastics,20161103,20161107
Tatsunokuchi,Tsubono,recyclableC,20161103,20161110
Tatsunokuchi,Tsubono,combustible,20161223,20161224
Tatsunokuchi,Tsubono,combustible,20170103,
Tatsunokuchi,Nabetani,combustible,20160429,20160430
Tatsunokuchi,Nabetani,combustible,20160503,
Tatsunokuchi,Nabetani,plastics,20160505,20160509
Tatsunokuchi,Nabetani,recyclableC,20160505,20160512
Tatsunokuchi,Nabetani,combustible,20160816,20160817
Tatsunokuchi,Nabetani,non-combustible,20160817,20160824
Tatsunokuchi,Nabetani,plastics,20161103,20161107
Tatsunokuchi,Nabetani,recyclableC,20161103,20161110
Tatsunokuchi,Nabetani,combustible,20161223,20161224
Tatsunokuchi,Nabetani,combustible,20170103,
Tatsunokuchi,Butsudaiji,combustible,20160429,20160430
Tatsunokuchi,Butsudaiji,combustible,20160503,
Tatsunokuchi,Butsudaiji,plastics,20160505,20160509
Tatsunokuchi,Butsudaiji,recyclableC,20160505,20160512
Tatsunokuchi,Butsudaiji,combustible,20160816,20160817
Tatsunokuchi,Butsudaiji,non-combustible,20160817,20160824
Tatsunokuchi,Butsudaiji,plastics,20161103,20161107
Tatsunokuchi,Butsudaiji,recyclableC,20161103,20161110
Tatsunokuchi,Butsudaiji,combustible,20161223,20161224
Tatsunokuchi,Butsudaiji,combustible,20170103,
Tatsunokuchi,Wakodai,combustible,20160429,20160430
Tatsunokuchi,Wakodai,combustible,20160503,
Tatsunokuchi,Wakodai,plastics,20160505,20160509
Tatsunokuchi,Wakodai,recyclableC,20160505,20160512
Tatsunokuchi,Wakodai,combustible,20160816,20160817
Tatsunokuchi,Wakodai,non-combustible,20160817,20160824
Tatsunokuchi,Wakodai,plastics,20161103,20161107
Tatsunokuchi,Wakodai,recyclableC,20161103,20161110
Tatsunokuchi,Wakodai,combustible,20161223,20161224
Tatsunokuchi,Wakodai,combustible,20170103,
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,combustible,20160429,20160430
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,combustible,20160503,
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,recyclableC,20160505,20160512
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,plastics,20160811,20160808
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,combustible,20160816,20160817
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,non-combustible,20160817,20160824
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,plastics,20160922,20160926
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,recyclableC,20161103,20161110
Tatsunokuchi,Matsugaoka 5-133-3～21、177～,combustible,20170103,
Tatsunokuchi,Higama,combustible,20160429,20160430
Tatsunokuchi,Higama,combustible,20160503,
Tatsunokuchi,Higama,recyclableC,20160519,20160526
Tatsunokuchi,Higama,plastics,20160811,20160808
Tatsunokuchi,Higama,combustible,20160816,20160817
Tatsunokuchi,Higama,recyclableC,20160818,20160825
Tatsunokuchi,Higama,plastics,20160922,20160926
Tatsunokuchi,Higama,recyclableC,20161117,20161124
Tatsunokuchi,Higama,non-combustible,20161123,20161130
Tatsunokuchi,Higama,combustible,20161223,20161224
Tatsunokuchi,Higama,combustible,20170103,
Tatsunokuchi,Raimaru,combustible,20160429,20160430
Tatsunokuchi,Raimaru,combustible,20160503,
Tatsunokuchi,Raimaru,recyclableC,20160519,20160526
Tatsunokuchi,Raimaru,plastics,20160811,20160808
Tatsunokuchi,Raimaru,combustible,20160816,20160817
Tatsunokuchi,Raimaru,recyclableC,20160818,20160825
Tatsunokuchi,Raimaru,plastics,20160922,20160926
Tatsunokuchi,Raimaru,recyclableC,20161117,20161124
Tatsunokuchi,Raimaru,non-combustible,20161123,20161130
Tatsunokuchi,Raimaru,combustible,20161223,20161224
Tatsunokuchi,Raimaru,combustible,20170103,
Tatsunokuchi,Yamada,combustible,20160429,20160430
Tatsunokuchi,Yamada,combustible,20160503,
Tatsunokuchi,Yamada,recyclableC,20160519,20160526
Tatsunokuchi,Yamada,plastics,20160811,20160808
Tatsunokuchi,Yamada,combustible,20160816,20160817
Tatsunokuchi,Yamada,recyclableC,20160818,20160825
Tatsunokuchi,Yamada,plastics,20160922,20160926
Tatsunokuchi,Yamada,recyclableC,20161117,20161124
Tatsunokuchi,Yamada,non-combustible,20161123,20161130
Tatsunokuchi,Yamada,combustible,20161223,20161224
Tatsunokuchi,Yamada,combustible,20170103,
Tatsunokuchi,Mitsuya,combustible,20160429,20160430
Tatsunokuchi,Mitsuya,combustible,20160503,
Tatsunokuchi,Mitsuya,recyclableC,20160519,20160526
Tatsunokuchi,Mitsuya,plastics,20160811,20160808
Tatsunokuchi,Mitsuya,combustible,20160816,20160817
Tatsunokuchi,Mitsuya,recyclableC,20160818,20160825
Tatsunokuchi,Mitsuya,plastics,20160922,20160926
Tatsunokuchi,Mitsuya,recyclableC,20161117,20161124
Tatsunokuchi,Mitsuya,non-combustible,20161123,20161130
Tatsunokuchi,Mitsuya,combustible,20161223,20161224
Tatsunokuchi,Mitsuya,combustible,20170103,
Tatsunokuchi,Kurashige,combustible,20160429,20160430
Tatsunokuchi,Kurashige,combustible,20160503,
Tatsunokuchi,Kurashige,recyclableC,20160519,20160526
Tatsunokuchi,Kurashige,plastics,20160811,20160808
Tatsunokuchi,Kurashige,combustible,20160816,20160817
Tatsunokuchi,Kurashige,recyclableC,20160818,20160825
Tatsunokuchi,Kurashige,plastics,20160922,20160926
Tatsunokuchi,Kurashige,recyclableC,20161117,20161124
Tatsunokuchi,Kurashige,non-combustible,20161123,20161130
Tatsunokuchi,Kurashige,combustible,20161223,20161224
Tatsunokuchi,Kurashige,combustible,20170103,
Tatsunokuchi,Deguchi,combustible,20160429,20160430
Tatsunokuchi,Deguchi,combustible,20160503,
Tatsunokuchi,Deguchi,recyclableC,20160519,20160526
Tatsunokuchi,Deguchi,plastics,20160811,20160808
Tatsunokuchi,Deguchi,combustible,20160816,20160817
Tatsunokuchi,Deguchi,recyclableC,20160818,20160825
Tatsunokuchi,Deguchi,plastics,20160922,20160926
Tatsunokuchi,Deguchi,recyclableC,20161117,20161124
Tatsunokuchi,Deguchi,non-combustible,20161123,20161130
Tatsunokuchi,Deguchi,combustible,20161223,20161224
Tatsunokuchi,Deguchi,combustible,20170103,
Tatsunokuchi,Tatsunokuchi,combustible,20160429,20160430
Tatsunokuchi,Tatsunokuchi,combustible,20160503,
Tatsunokuchi,Tatsunokuchi,recyclableC,20160519,20160526
Tatsunokuchi,Tatsunokuchi,plastics,20160811,20160808
Tatsunokuchi,Tatsunokuchi,combustible,20160816,20160817
Tatsunokuchi,Tatsunokuchi,recyclableC,20160818,20160825
Tatsunokuchi,Tatsunokuchi,plastics,20160922,20160926
Tatsunokuchi,Tatsunokuchi,recyclableC,20161117,20161124
Tatsunokuchi,Tatsunokuchi,non-combustible,20161123,20161130
Tatsunokuchi,Tatsunokuchi,combustible,20161223,20161224
Tatsunokuchi,Tatsunokuchi,combustible,20170103,
Tatsunokuchi,Yunoya,combustible,20160429,20160430
Tatsunokuchi,Yunoya,combustible,20160503,
Tatsunokuchi,Yunoya,recyclableC,20160519,20160526
Tatsunokuchi,Yunoya,plastics,20160811,20160808
Tatsunokuchi,Yunoya,combustible,20160816,20160817
Tatsunokuchi,Yunoya,recyclableC,20160818,20160825
Tatsunokuchi,Yunoya,plastics,20160922,20160926
Tatsunokuchi,Yunoya,recyclableC,20161117,20161124
Tatsunokuchi,Yunoya,non-combustible,20161123,20161130
Tatsunokuchi,Yunoya,combustible,20161223,20161224
Tatsunokuchi,Yunoya,combustible,20170103,
Tatsunokuchi,Kamitokusan,combustible,20160429,20160430
Tatsunokuchi,Kamitokusan,combustible,20160503,
Tatsunokuchi,Kamitokusan,recyclableC,20160519,20160526
Tatsunokuchi,Kamitokusan,plastics,20160811,20160808
Tatsunokuchi,Kamitokusan,combustible,20160816,20160817
Tatsunokuchi,Kamitokusan,recyclableC,20160818,20160825
Tatsunokuchi,Kamitokusan,plastics,20160922,20160926
Tatsunokuchi,Kamitokusan,recyclableC,20161117,20161124
Tatsunokuchi,Kamitokusan,non-combustible,20161123,20161130
Tatsunokuchi,Kamitokusan,combustible,20161223,20161224
Tatsunokuchi,Kamitokusan,combustible,20170103,
Tatsunokuchi,Simotokusan,combustible,20160429,20160430
Tatsunokuchi,Simotokusan,combustible,20160503,
Tatsunokuchi,Simotokusan,recyclableC,20160519,20160526
Tatsunokuchi,Simotokusan,plastics,20160811,20160808
Tatsunokuchi,Simotokusan,combustible,20160816,20160817
Tatsunokuchi,Simotokusan,recyclableC,20160818,20160825
Tatsunokuchi,Simotokusan,plastics,20160922,20160926
Tatsunokuchi,Simotokusan,recyclableC,20161117,20161124
Tatsunokuchi,Simotokusan,non-combustible,20161123,20161130
Tatsunokuchi,Simotokusan,combustible,20161223,20161224
Tatsunokuchi,Simotokusan,combustible,20170103,
